state,american indian/alaska native,asian/pacific islander,black,hispanic,two or more races,white,eligible,information not available,not eligible,postal,ap_abbr
Missouri,,,199.915057252495,215.030390960878,227.932716921154,227.195340018674,210.557720088633,,236.662438266864,Mo.,MO
Montana,195.552375127666,,,221.161272891716,217.750931710625,226.668036677223,210.337504849416,,234.378256888582,Mont.,MT
Nation,202.813431407101,238.472596171442,205.31416451077,208.027292303881,225.891672596881,231.036996914853,208.06430300425,223.470081385197,236.0977487823,U.S.,US
Nebraska,,224.478939271795,200.522027831476,210.9328169012,218.243554403444,230.751150001079,209.439196559974,,236.611928482442,Neb.,NE
Nevada,,230.634178926792,204.205813063719,205.248653743131,224.554661917566,227.299792418713,205.540835589376,,235.359557748673,Nev.,NV
New Hampshire,,235.047544887325,,214.565952372231,,229.660975178583,211.782263855435,,236.342076456054,N.H.,NH
New Jersey,,248.415937323422,215.749343857423,217.767284961892,,242.96590112226,214.349982869843,,243.352802590223,N.J.,NJ
New Mexico,189.006327390138,,,203.500654237127,,225.377455964155,200.317225358959,,232.37324550889,N.M.,NM
New York,,237.277858906892,207.631187337179,207.59323463023,,232.167118421013,210.619003155983,,234.001562086055,N.Y.,NY
North Carolina,,240.222103194614,210.762209696024,210.719275876917,228.490055137413,234.697936411611,211.427720561714,239.100452691768,236.11216983588,N.C.,NC
North Dakota,199.964532498812,,204.956285758114,208.409281355985,222.344217217914,225.452693780185,207.880461482461,,228.429654818679,N.D.,ND
Ohio,,243.066694417979,202.641088674906,216.094068330637,223.536177204869,230.794174780505,212.699908628553,,239.24452022551,Ohio,OH
Oklahoma,212.862070640689,,203.380580244592,209.278458184161,221.300133453494,221.242905950204,209.092095816609,,232.165154966339,Okla.,OK
Oregon,,229.671072144126,,199.720481280203,222.54480520384,224.44693804407,207.084608121354,,236.436063523555,Ore.,OR
Pennsylvania,,246.867252829251,203.452238972071,201.685899257331,228.404938969665,232.333861576714,209.90818175984,,239.062231006806,Pa.,PA
Rhode Island,,229.10750524874,205.625152987668,208.366811725894,219.373402794593,232.997748196861,209.365061485205,,238.361156036542,R.I.,RI
South Carolina,,,196.135506707562,205.349776406757,223.805634387582,225.12959930009,202.021200012597,207.846528518785,232.88525343399,S.C.,SC
South Dakota,195.862469188206,,,209.655668387006,223.703030934826,227.994485236743,208.267536635563,,231.708908584419,S.D.,SD
Tennessee,,,201.455070301269,205.289398683244,217.417848138356,227.37707526019,206.232502233339,,231.350639144456,Tenn.,TN
Texas,,238.092508012103,210.049994903321,206.02953136832,222.741847021687,230.78366159015,204.836016535422,,230.829534796882,Texas,TX
Utah,,,,200.41552869503,,231.416035007562,209.456227067232,,235.162982809072,Utah,UT
Vermont,,,,,217.068449087711,227.90848651538,211.052645535252,,236.794445960452,Vt.,VT
Virginia,,244.362643171107,210.36079529341,214.13401436247,231.705958968821,237.190336411638,212.552616620351,,238.447580777526,Va.,VA
Washington,,230.16423978327,203.032502424226,203.991070919924,226.72156271423,232.623561908479,205.433265479414,,236.987510135813,Wash.,WA
West Virginia,,,201.240312843971,,211.801002281955,217.865207415515,214.81085388385,,233.087520111518,W.Va.,WV
Wisconsin,,218.70167050654,193.824085333063,200.970731637258,222.801367364927,226.432129113874,202.89277172419,229.342017455505,231.412760542208,Wis.,WI
Wyoming,206.40474823565,,,210.130929399896,224.150843861722,230.417021036076,215.00944081584,,235.340337309008,Wyo.,WY
