state,american indian/alaska native,asian/pacific islander,black,hispanic,two or more races,white,eligible,information not available,not eligible,postal,ap_abbr
Nation,252.717840580025,274.721266292528,247.612736400441,251.305748238264,267.057657912141,272.298207646316,251.431300917111,264.787818792035,274.681447051983,U.S.,US
Nebraska,,,250.100971760112,251.752359121139,,272.156179469682,254.676872232225,,275.909125252991,Neb.,NE
Nevada,,264.451818128151,250.12566439093,247.196871968062,265.188333397687,269.474420456824,247.823525935122,,267.378140981573,Nev.,NV
New Hampshire,,279.658375161239,,253.423436194506,,273.094458135288,257.059154497008,,276.245384260285,N.H.,NH
New Jersey,,291.30327019364,255.6894360692,257.240576049861,,283.952481538618,255.227523221089,,283.488304773286,N.J.,NJ
New Mexico,242.108837350908,272.997718461964,247.54758080845,251.152449697595,,269.525714996877,249.216807438015,,267.418154329165,N.M.,NM
New York,,276.451788224891,251.242458130244,250.595595577526,,275.822815188002,254.713451071229,,277.003791091584,N.Y.,NY
North Carolina,244.611957101913,274.142259786839,247.047360776505,255.639259638465,267.518029858918,271.373623570886,251.825157434185,,274.320208141611,N.C.,NC
North Dakota,244.876327157986,,,,,271.774483653842,257.089092602034,,273.632216821951,N.D.,ND
Ohio,,,246.948412975021,251.516228316187,260.856541453265,274.064596224505,254.853406157859,,278.319407245109,Ohio,OH
Oklahoma,255.784770947565,,246.870216955393,250.671530034739,,265.375852167874,253.623688190948,,267.601182508687,Okla.,OK
Oregon,255.689599009463,262.882968312812,247.719397986165,249.842971625437,273.185485836451,268.99946877516,252.528085545599,,276.253485564181,Ore.,OR
Pennsylvania,,284.727877067674,243.727777361958,250.182249455706,,275.247988149661,251.793797545025,,278.308045453661,Pa.,PA
Rhode Island,,261.426812516257,248.136842651164,247.603646751364,,272.45555279782,251.072479984436,,274.963357905561,R.I.,RI
South Carolina,,,245.63653544824,256.715943884047,,269.4609517914,249.956616899529,,271.088208657749,S.C.,SC
South Dakota,243.577857029295,,256.372422449991,256.493030281924,,272.92420027925,257.499781020031,,275.086236279389,S.D.,SD
Tennessee,,,240.289652072416,254.834501134695,,264.90710483618,249.510474511754,,270.102152637241,Tenn.,TN
Texas,,283.517113002022,252.100749287341,254.184508985238,269.042588403276,273.741318046307,252.629020029759,,273.743294494127,Texas,TX
Utah,244.458730988354,257.206034543408,,247.319383999232,,271.754916532571,253.584285530778,,274.342339577216,Utah,UT
Vermont,,,,,,274.131266286054,259.550320302036,,280.862080988743,Vt.,VT
Virginia,,282.248557513567,251.004691579987,258.99850510388,277.625967973752,272.675414013436,249.549219588521,,275.644762009979,Va.,VA
Washington,253.759785519061,278.909347365784,254.360626571436,249.539195359166,269.984656135941,272.2432281983,254.79254354172,,276.097100801931,Wash.,WA
West Virginia,,,248.768605302147,,,256.495406808402,246.460055855152,,264.45073043325,W.Va.,WV
Wisconsin,,270.864194192628,240.227730769799,248.35826922211,,272.375053017903,250.823363807022,,275.262790998369,Wis.,WI
Wyoming,,,,258.312279045214,,271.680928940079,259.82825635457,,274.770952767745,Wyo.,WY
