state,american indian/alaska native,asian/pacific islander,black,hispanic,two or more races,white,eligible,information not available,not eligible,postal,ap_abbr
New York,,252.456099509696,223.563773279273,226.010099652187,,245.344004796106,229.231997953857,249.002271526199,247.66199253521,N.Y.,NY
North Carolina,224.604615587059,263.303492502396,228.595112284991,238.26708708943,247.270890376059,253.080905585448,234.772087271438,,255.516741496416,N.C.,NC
North Dakota,220.849625580487,,,232.784275170391,,248.802328577103,234.6733793419,,251.017229280354,N.D.,ND
Ohio,,253.906155435912,225.729062317026,232.512021284702,239.760491562803,249.086615283821,233.563561850501,,253.453579147065,Ohio,OH
Oklahoma,233.760970476518,251.567153494851,223.95338171904,227.406533505144,,242.876610791894,231.853191847535,,246.17395455209,Okla.,OK
Oregon,220.404292329425,249.05490882906,214.723219017058,219.787122723146,242.393864686554,242.669238300884,225.727586772389,,249.861777783486,Ore.,OR
Pennsylvania,,263.871992306464,223.891510126265,225.598757358501,234.445336097914,251.42732425452,231.007895523841,,255.514630611309,Pa.,PA
Rhode Island,,250.946254573117,225.472243371279,224.228146860751,238.205347512464,249.336338248283,229.354969337969,,251.959293235966,R.I.,RI
South Carolina,,,220.418289466032,233.767236314459,236.298387910178,248.45106049536,227.18830407882,,250.75691941599,S.C.,SC
South Dakota,219.93926509975,,226.544282924853,226.245301390864,,245.632038414747,230.823961702208,,248.695194478644,S.D.,SD
Tennessee,,248.5304208194,215.949493280791,227.884884469589,,238.678338505278,224.544634986105,,244.630958847466,Tenn.,TN
Texas,,263.270167875679,231.823869254905,235.013416277285,249.250089201701,253.33473730312,234.322025624023,,253.231016774388,Texas,TX
Utah,214.137595505578,236.010689721355,,222.839765054809,,247.179342058689,231.628440819879,,249.244603590527,Utah,UT
Vermont,,,,,245.089302787351,247.554119053401,237.767301678391,,252.772527257529,Vt.,VT
Virginia,,262.396411651981,228.672378556182,236.720850028135,249.023193573323,251.166009480549,231.484549993357,,253.026965486256,Va.,VA
Washington,222.869812420835,256.064488113016,227.079864538399,226.071457263585,249.075770791327,249.256610441644,230.172517167076,,254.62108355221,Wash.,WA
West Virginia,,,227.284955296815,,,235.072342448213,226.733632632778,,243.401231252823,W.Va.,WV
Wisconsin,230.575004314534,241.967223709158,217.01900561188,227.885744678382,,250.781044062477,231.353682532242,,254.301474781341,Wis.,WI
Wyoming,223.134138835233,,,235.442298440426,,246.347985879085,236.271501959696,,249.161601250951,Wyo.,WY
